id,created_at,amazon_title,amazon_description,affiliate_link,my_title,my_subtitle,my_description_short,my_description_long,manufacturer_category,amazon_product_category,product_type,small_picture,main_picture,additional_pictures,advertised_on,ad_location,ad_type,added_by
,,,,,,,,,,,,,,,,,,
